pickup,dropoff,passengers,distance,fare,tip,tolls,total,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-25 00:56:51,2019-03-25 01:01:48,1,0.58,5.5,0.0,0.0,9.3,cash,Midtown North,Clinton East,Manhattan,Manhattan
2019-03-28 20:25:57,2019-03-28 20:44:10,1,2.64,13.0,0.0,0.0,16.8,credit card,Midtown East,Greenwich Village North,Manhattan,Manhattan
2019-03-18 16:50:12,2019-03-18 16:59:58,1,1.51,8.0,2.46,0.0,14.76,credit card,Meatpacking/West Village West,Union Sq,Manhattan,Manhattan
2019-03-09 12:52:46,2019-03-09 13:08:45,1,2.2,12.0,2.3,0.0,17.6,credit card,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan
2019-03-30 12:58:49,2019-03-30 13:02:00,1,0.7,4.5,0.0,0.0,5.3,cash,Manhattan Valley,Bloomingdale,Manhattan,Manhattan
2019-03-29 19:08:23,2019-03-29 19:27:57,1,2.3,13.5,3.56,0.0,21.36,credit card,Midtown North,Greenwich Village North,Manhattan,Manhattan
2019-03-04 19:21:46,2019-03-04 19:27:17,6,1.09,6.0,0.0,0.0,10.3,cash,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-05 09:54:52,2019-03-05 10:11:43,1,2.66,13.0,0.0,0.0,13.8,credit card,Greenpoint,Sunnyside,Brooklyn,Queens
2019-03-27 09:34:46,2019-03-27 09:39:55,1,0.4,5.0,1.65,0.0,9.95,credit card,Midtown Center,Midtown North,Manhattan,Manhattan
2019-03-08 05:04:43,2019-03-08 05:16:47,1,3.7,12.5,3.25,0.0,19.55,credit card,Gramercy,Yorkville West,Manhattan,Manhattan
2019-03-02 19:16:47,2019-03-02 19:28:08,2,1.2,8.5,2.36,0.0,14.16,credit card,Greenwich Village North,West Village,Manhattan,Manhattan
2019-03-20 11:45:33,2019-03-20 12:21:42,2,5.5,26.0,0.0,0.0,29.3,credit card,Union Sq,Old Astoria,Manhattan,Queens
2019-03-11 10:45:55,2019-03-11 10:55:56,1,0.7,7.5,2.7,0.0,13.5,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-11 22:27:34,2019-03-11 22:53:50,3,10.52,31.5,8.2,0.0,41.0,credit card,LaGuardia Airport,Greenwich Village North,Queens,Manhattan
2019-03-18 00:27:35,2019-03-18 00:37:53,1,5.64,17.0,0.0,0.0,18.3,cash,JFK Airport,South Ozone Park,Queens,Queens
2019-03-05 16:02:11,2019-03-05 16:03:44,1,0.36,3.5,1.2,0.0,9.0,credit card,Flatiron,East Chelsea,Manhattan,Manhattan
2019-03-17 01:43:07,2019-03-17 01:59:29,2,2.2,12.5,3.25,0.0,19.55,credit card,Greenwich Village South,Gramercy,Manhattan,Manhattan
2019-03-22 01:04:21,2019-03-22 01:10:26,1,1.59,7.0,1.0,0.0,11.8,credit card,Garment District,Flatiron,Manhattan,Manhattan
2019-03-30 18:37:42,2019-03-30 19:03:06,1,2.22,15.5,3.76,0.0,22.56,credit card,World Trade Center,Lower East Side,Manhattan,Manhattan
2019-03-15 15:06:05,2019-03-15 15:23:32,2,2.2,12.5,3.15,0.0,18.95,credit card,Yorkville West,Lincoln Square East,Manhattan,Manhattan
2019-03-29 16:27:06,2019-03-29 16:34:49,1,0.92,6.5,2.16,0.0,12.96,credit card,West Village,Union Sq,Manhattan,Manhattan
2019-03-15 06:18:44,2019-03-15 06:31:42,1,2.2,10.5,0.0,0.0,13.8,credit card,Clinton East,Union Sq,Manhattan,Manhattan
2019-03-04 05:28:17,2019-03-04 05:32:57,1,0.8,5.5,1.85,0.0,11.15,credit card,Kips Bay,Murray Hill,Manhattan,Manhattan
2019-03-12 06:12:50,2019-03-12 06:18:36,2,1.0,6.0,1.0,0.0,10.3,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
2019-03-15 14:20:24,2019-03-15 14:36:11,1,1.37,11.0,0.0,0.0,14.3,cash,Garment District,Kips Bay,Manhattan,Manhattan
2019-03-21 21:47:33,2019-03-21 22:03:17,1,1.84,11.5,3.06,0.0,18.36,credit card,West Village,Financial District North,Manhattan,Manhattan
2019-03-30 09:58:04,2019-03-30 10:19:04,3,2.41,14.5,1.5,0.0,19.3,credit card,Financial District North,Greenwich Village North,Manhattan,Manhattan
2019-03-13 18:57:52,2019-03-13 19:14:21,1,1.7,11.5,2.2,0.0,18.0,credit card,Midtown South,Clinton West,Manhattan,Manhattan
2019-03-20 09:05:53,2019-03-20 09:09:37,1,0.3,4.5,0.0,0.0,7.8,,Garment District,East Chelsea,Manhattan,Manhattan
2019-03-21 22:40:56,2019-03-21 22:51:15,3,1.8,9.0,2.55,0.0,15.35,credit card,Midtown South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-08 17:32:06,2019-03-08 17:35:12,1,0.51,4.0,0.0,0.0,8.3,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-07 20:05:16,2019-03-07 20:30:41,1,8.13,27.5,7.41,5.76,44.47,credit card,LaGuardia Airport,Midtown South,Queens,Manhattan
2019-03-09 19:59:44,2019-03-09 20:03:39,1,0.1,4.0,0.0,0.0,5.3,cash,,,,
2019-03-01 11:47:42,2019-03-01 11:57:03,2,1.58,8.0,3.39,0.0,14.69,credit card,Upper East Side South,Lincoln Square West,Manhattan,Manhattan
2019-03-01 23:05:55,2019-03-01 23:11:41,1,1.18,6.0,1.96,0.0,11.76,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan
2019-03-21 02:21:51,2019-03-21 02:43:17,2,8.4,26.0,5.95,0.0,35.75,credit card,West Village,Washington Heights South,Manhattan,Manhattan
2019-03-23 19:47:04,2019-03-23 19:55:25,2,0.7,6.5,1.95,0.0,11.75,credit card,West Chelsea/Hudson Yards,Garment District,Manhattan,Manhattan
2019-03-12 14:30:26,2019-03-12 14:49:00,2,1.4,12.0,3.05,0.0,18.35,credit card,Midtown North,Midtown East,Manhattan,Manhattan
2019-03-05 20:28:26,2019-03-05 21:03:13,5,18.42,52.0,0.0,0.0,55.3,cash,JFK Airport,Lower East Side,Queens,Manhattan
2019-03-30 02:26:18,2019-03-30 02:32:21,1,1.2,6.0,1.95,0.0,11.75,credit card,Penn Station/Madison Sq West,Greenwich Village North,Manhattan,Manhattan
2019-03-12 15:07:14,2019-03-12 15:12:01,1,0.72,5.0,1.0,0.0,9.3,credit card,Yorkville East,Lenox Hill East,Manhattan,Manhattan
2019-03-02 11:03:47,2019-03-02 11:21:31,1,2.8,14.0,3.45,0.0,20.75,credit card,Midtown North,Yorkville East,Manhattan,Manhattan
2019-03-13 22:55:53,2019-03-13 23:15:49,2,12.3,33.5,8.11,5.76,48.67,credit card,LaGuardia Airport,Williamsbridge/Olinville,Queens,Bronx
2019-03-30 11:37:39,2019-03-30 11:56:37,1,1.88,13.0,0.0,0.0,16.3,cash,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-09 18:12:14,2019-03-09 18:25:35,1,2.35,11.0,0.0,0.0,14.3,cash,Upper West Side North,Lenox Hill West,Manhattan,Manhattan
2019-03-27 15:01:32,2019-03-27 15:15:33,1,0.84,9.5,2.56,0.0,15.36,credit card,Midtown Center,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-20 23:27:03,2019-03-20 23:56:41,1,18.21,52.0,12.21,5.76,73.27,credit card,JFK Airport,East Chelsea,Queens,Manhattan
2019-03-18 18:15:52,2019-03-18 18:20:56,1,0.66,5.5,0.0,0.0,9.8,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-17 20:29:30,2019-03-17 20:43:15,1,3.0,12.5,0.0,0.0,13.8,cash,Central Harlem,Washington Heights South,Manhattan,Manhattan
2019-03-10 01:27:16,2019-03-10 01:31:01,6,0.6,4.5,1.66,0.0,9.96,credit card,East Village,SoHo,Manhattan,Manhattan
2019-03-09 10:35:58,2019-03-09 10:46:37,1,1.97,9.5,0.0,0.0,12.8,cash,Greenwich Village North,Murray Hill,Manhattan,Manhattan
2019-03-08 21:03:59,2019-03-08 21:14:57,1,0.95,8.0,2.0,0.0,13.8,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
2019-03-30 12:50:27,2019-03-30 13:00:46,1,2.4,10.5,2.75,0.0,16.55,credit card,Little Italy/NoLiTa,Battery Park City,Manhattan,Manhattan
2019-03-27 16:07:52,2019-03-27 16:15:21,1,1.7,7.5,2.35,0.0,14.15,credit card,Lincoln Square West,Manhattan Valley,Manhattan,Manhattan
2019-03-02 18:52:33,2019-03-02 18:52:54,2,0.06,10.0,2.16,0.0,12.96,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan
2019-03-26 20:42:59,2019-03-26 20:59:14,1,2.7,12.5,2.0,0.0,18.3,credit card,Greenwich Village North,Midtown East,Manhattan,Manhattan
2019-03-12 07:30:58,2019-03-12 07:46:08,1,1.8,11.0,0.0,0.0,14.3,cash,Lenox Hill East,Lincoln Square East,Manhattan,Manhattan
2019-03-18 21:24:31,2019-03-18 21:32:34,1,1.4,7.5,2.25,0.0,13.55,credit card,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-10 20:51:51,2019-03-10 21:00:29,1,1.82,8.0,1.0,0.0,12.8,credit card,West Village,Kips Bay,Manhattan,Manhattan
2019-03-16 23:31:21,2019-03-16 23:49:30,1,4.36,16.5,4.06,0.0,24.36,credit card,Union Sq,Upper West Side North,Manhattan,Manhattan
2019-03-02 20:44:58,2019-03-02 21:14:29,1,4.87,21.0,4.96,0.0,29.76,credit card,Midtown East,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-16 01:47:15,2019-03-16 01:51:39,1,0.6,5.0,1.75,0.0,10.55,credit card,Garment District,Garment District,Manhattan,Manhattan
2019-03-19 08:13:10,2019-03-19 08:15:58,3,0.59,4.0,0.0,0.0,7.3,cash,Gramercy,Alphabet City,Manhattan,Manhattan
2019-03-02 19:49:45,2019-03-02 19:58:31,1,1.05,7.5,1.5,0.0,12.3,credit card,UN/Turtle Bay South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-01 19:50:36,2019-03-01 20:02:04,1,1.26,9.0,0.0,0.0,13.3,cash,UN/Turtle Bay South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-16 13:17:06,2019-03-16 13:37:31,1,2.07,13.5,3.36,0.0,20.16,credit card,SoHo,Midtown South,Manhattan,Manhattan
2019-03-26 23:18:37,2019-03-26 23:27:32,3,2.2,9.0,2.56,0.0,15.36,credit card,Meatpacking/West Village West,Midtown South,Manhattan,Manhattan
2019-03-22 18:38:11,2019-03-22 18:51:00,1,3.1,12.5,0.0,0.0,16.8,cash,Upper West Side South,Manhattanville,Manhattan,Manhattan
2019-03-20 05:31:51,2019-03-20 05:40:31,1,2.49,9.5,0.0,0.0,13.3,cash,East Village,Midtown Center,Manhattan,Manhattan
2019-03-06 12:08:22,2019-03-06 12:22:57,1,0.9,10.0,2.65,0.0,15.95,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
2019-03-27 15:25:59,2019-03-27 15:44:42,1,3.61,14.5,3.56,0.0,21.36,credit card,Sutton Place/Turtle Bay North,Manhattan Valley,Manhattan,Manhattan
2019-03-01 08:43:21,2019-03-01 09:06:11,1,1.68,14.0,3.46,0.0,20.76,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan
2019-03-16 21:28:58,2019-03-16 21:54:19,1,8.9,28.5,5.95,0.0,35.75,credit card,,,,
2019-03-13 09:27:28,2019-03-13 09:39:57,1,0.99,8.5,2.36,0.0,14.16,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019-03-18 19:41:43,2019-03-18 19:54:59,1,2.7,11.5,2.0,0.0,17.8,credit card,Yorkville West,Murray Hill,Manhattan,Manhattan
2019-03-02 07:51:29,2019-03-02 07:53:33,1,0.42,3.5,0.0,0.0,6.8,cash,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-19 20:48:21,2019-03-19 21:03:49,1,5.98,19.5,5.82,0.0,29.12,credit card,Financial District North,Midtown East,Manhattan,Manhattan
2019-03-12 21:38:22,2019-03-12 22:00:23,1,5.49,20.5,6.08,0.0,30.38,credit card,Upper West Side South,Greenwich Village South,Manhattan,Manhattan
2019-03-01 19:07:00,2019-03-01 19:15:10,1,1.1,7.0,2.0,0.0,13.3,credit card,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
2019-03-15 00:44:21,2019-03-15 00:56:55,2,3.22,12.0,3.95,0.0,19.75,credit card,SoHo,Clinton West,Manhattan,Manhattan
2019-03-20 10:27:12,2019-03-20 10:43:18,1,1.4,11.0,4.0,0.0,18.3,credit card,UN/Turtle Bay South,Clinton East,Manhattan,Manhattan
2019-03-14 19:52:19,2019-03-14 20:04:57,5,1.9,10.5,2.7,0.0,15.0,credit card,Bloomingdale,Central Harlem North,Manhattan,Manhattan
2019-03-30 17:10:35,2019-03-30 17:28:52,2,2.2,12.5,0.0,0.0,15.8,cash,Midtown Center,East Chelsea,Manhattan,Manhattan
2019-03-03 08:07:41,2019-03-03 08:17:21,1,2.08,9.5,0.0,0.0,12.8,cash,Upper East Side South,Upper West Side South,Manhattan,Manhattan
2019-03-29 11:27:38,2019-03-29 11:33:13,1,0.76,5.5,0.0,0.0,6.3,cash,Forest Hills,Forest Hills,Queens,Queens
2019-03-18 06:58:45,2019-03-18 07:12:34,2,3.36,12.5,0.0,0.0,15.8,cash,Midtown East,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-25 16:34:47,2019-03-25 16:35:15,1,0.02,41.19,0.0,0.0,41.99,credit card,Manhattan Valley,Manhattan Valley,Manhattan,Manhattan
2019-03-08 08:16:15,2019-03-08 08:19:02,1,0.45,4.0,1.0,0.0,8.3,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-26 08:04:08,2019-03-26 08:19:56,1,1.43,11.0,3.58,0.0,17.88,credit card,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-24 16:17:53,2019-03-24 16:25:10,1,3.0,10.5,3.0,0.0,14.3,credit card,JFK Airport,Baisley Park,Queens,Queens
2019-03-05 08:04:37,2019-03-05 08:24:05,1,1.92,13.0,3.26,0.0,19.56,credit card,Clinton West,Midtown North,Manhattan,Manhattan
2019-03-23 13:26:05,2019-03-23 13:34:20,1,1.8,8.5,0.0,0.0,9.3,cash,LaGuardia Airport,East Elmhurst,Queens,Queens
2019-03-23 22:54:13,2019-03-23 23:14:27,2,4.77,18.0,4.36,0.0,26.16,credit card,Lenox Hill East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-11 17:02:45,2019-03-11 17:12:11,2,0.91,7.5,2.95,0.0,14.75,credit card,Midtown Center,Clinton East,Manhattan,Manhattan
2019-03-28 20:43:26,2019-03-28 20:53:10,3,0.96,7.0,0.0,0.0,10.8,credit card,Penn Station/Madison Sq West,West Village,Manhattan,Manhattan
2019-03-05 12:56:26,2019-03-05 13:22:04,3,2.8,16.5,4.95,0.0,24.75,credit card,East Chelsea,Lower East Side,Manhattan,Manhattan
2019-03-17 14:55:59,2019-03-17 15:00:14,0,0.9,5.0,2.45,0.0,10.75,credit card,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-04 17:36:13,2019-03-04 17:41:54,1,0.7,5.5,1.96,0.0,11.76,credit card,SoHo,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-30 00:03:29,2019-03-30 00:09:10,2,0.92,6.0,1.96,0.0,11.76,credit card,East Chelsea,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-05 14:39:45,2019-03-05 14:45:02,1,0.5,5.0,1.65,0.0,9.95,credit card,TriBeCa/Civic Center,Chinatown,Manhattan,Manhattan
2019-03-30 19:05:53,2019-03-30 19:18:49,1,2.1,10.5,2.0,0.0,15.8,credit card,Yorkville East,Midtown North,Manhattan,Manhattan
2019-03-20 10:20:25,2019-03-20 10:25:30,1,0.88,5.5,1.2,0.0,10.0,credit card,Yorkville East,Lenox Hill East,Manhattan,Manhattan
2019-03-07 17:19:40,2019-03-07 17:28:55,1,1.4,8.0,1.5,0.0,13.8,credit card,East Chelsea,Clinton West,Manhattan,Manhattan
2019-03-28 22:17:52,2019-03-28 22:29:54,6,2.86,11.0,4.44,0.0,19.24,credit card,Midtown Center,East Village,Manhattan,Manhattan
2019-03-24 13:22:57,2019-03-24 13:47:34,1,9.8,29.5,6.55,0.0,39.35,credit card,Little Italy/NoLiTa,LaGuardia Airport,Manhattan,Queens
2019-03-24 10:01:24,2019-03-24 10:12:30,1,1.96,9.5,3.84,0.0,16.64,credit card,Flatiron,Midtown North,Manhattan,Manhattan
2019-03-27 11:54:41,2019-03-27 12:05:23,1,1.4,8.5,0.0,0.0,11.8,cash,Yorkville West,Upper West Side North,Manhattan,Manhattan
2019-03-15 14:50:05,2019-03-15 14:56:47,1,0.6,6.0,0.0,0.0,9.3,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019-03-15 22:03:51,2019-03-15 22:26:30,1,1.8,15.0,1.0,0.0,19.8,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
2019-03-26 18:43:44,2019-03-26 19:04:43,1,3.1,14.5,1.0,0.0,19.8,credit card,East Chelsea,Lincoln Square East,Manhattan,Manhattan
2019-03-27 11:39:45,2019-03-27 11:44:47,6,1.01,6.0,1.86,0.0,11.16,credit card,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-31 15:56:34,2019-03-31 16:26:27,1,6.73,24.5,5.0,0.0,32.8,credit card,World Trade Center,Central Park,Manhattan,Manhattan
2019-03-18 17:16:15,2019-03-18 17:38:14,1,2.44,14.5,1.0,0.0,19.8,credit card,Midtown South,East Village,Manhattan,Manhattan
2019-03-05 16:49:46,2019-03-05 17:06:06,1,2.9,13.5,5.3,0.0,23.1,credit card,Midtown Center,Upper West Side North,Manhattan,Manhattan
2019-03-03 23:07:55,2019-03-03 23:09:21,1,0.08,3.0,0.0,0.0,6.8,cash,Gramercy,Gramercy,Manhattan,Manhattan
2019-03-14 23:31:00,2019-03-14 23:37:27,1,1.39,7.0,0.0,0.0,10.8,credit card,Clinton East,Lincoln Square West,Manhattan,Manhattan
2019-03-24 15:23:08,2019-03-24 15:30:01,2,1.1,6.5,0.0,0.0,9.8,cash,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-03 12:15:11,2019-03-03 12:21:20,1,1.2,6.5,2.0,0.0,11.8,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019-03-28 22:31:34,2019-03-28 22:43:49,1,1.3,9.5,2.65,0.0,15.95,credit card,Murray Hill,Clinton East,Manhattan,Manhattan
2019-03-25 11:01:22,2019-03-25 11:15:36,1,1.85,10.5,2.0,0.0,15.8,credit card,Penn Station/Madison Sq West,Hudson Sq,Manhattan,Manhattan
2019-03-21 18:45:58,2019-03-21 18:50:49,1,0.7,5.0,1.4,0.0,10.7,credit card,Lenox Hill East,Upper East Side South,Manhattan,Manhattan
2019-03-05 08:22:06,2019-03-05 08:37:32,1,2.64,12.0,3.06,0.0,18.36,credit card,Sutton Place/Turtle Bay North,East Harlem South,Manhattan,Manhattan
2019-03-13 23:03:02,2019-03-13 23:06:05,5,0.42,4.0,0.0,0.0,7.8,cash,Midtown South,Midtown East,Manhattan,Manhattan
2019-03-27 17:40:24,2019-03-27 17:48:21,2,0.57,6.5,2.7,0.0,13.5,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-09 17:39:17,2019-03-09 17:49:42,1,1.06,8.0,0.0,0.0,11.3,cash,Union Sq,East Chelsea,Manhattan,Manhattan
2019-03-29 22:36:22,2019-03-29 22:51:37,1,4.5,16.0,3.95,0.0,23.75,credit card,Union Sq,Financial District South,Manhattan,Manhattan
2019-03-15 09:05:19,2019-03-15 09:25:52,1,5.55,20.0,4.66,0.0,27.96,credit card,Lenox Hill West,East Village,Manhattan,Manhattan
2019-03-08 19:06:31,2019-03-08 19:47:24,5,23.84,64.0,0.0,0.0,65.8,cash,JFK Airport,Sunset Park West,Queens,Brooklyn
2019-03-01 17:27:40,2019-03-01 17:32:58,2,0.6,5.0,1.4,0.0,10.7,credit card,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan
2019-03-30 00:19:55,2019-03-30 00:32:40,1,1.48,9.5,2.66,0.0,15.96,credit card,West Village,Alphabet City,Manhattan,Manhattan
2019-03-14 22:17:26,2019-03-14 22:33:07,1,2.8,13.0,0.0,0.0,16.8,cash,Clinton East,Upper East Side South,Manhattan,Manhattan
2019-03-22 00:59:25,2019-03-22 01:12:42,1,3.11,12.0,2.0,0.0,17.8,credit card,East Chelsea,Upper West Side South,Manhattan,Manhattan
2019-03-25 14:31:54,2019-03-25 14:44:31,2,1.6,9.5,0.0,0.0,12.8,cash,Yorkville East,Upper East Side South,Manhattan,Manhattan
2019-03-07 13:00:05,2019-03-07 13:14:46,1,0.85,10.0,2.0,0.0,15.3,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019-03-31 08:35:23,2019-03-31 08:42:22,1,1.63,7.5,0.01,0.0,10.81,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-19 08:35:18,2019-03-19 08:56:34,3,1.6,13.0,3.26,0.0,19.56,credit card,Midtown East,Garment District,Manhattan,Manhattan
2019-03-28 19:19:08,2019-03-28 19:27:02,1,1.6,7.5,2.01,0.0,13.81,credit card,West Chelsea/Hudson Yards,Clinton East,Manhattan,Manhattan
2019-03-27 16:55:27,2019-03-27 17:18:29,6,4.75,18.5,4.56,0.0,27.36,credit card,Union Sq,Upper West Side North,Manhattan,Manhattan
2019-03-14 22:20:07,2019-03-14 22:28:22,1,1.26,7.5,0.0,0.0,8.8,cash,Morningside Heights,Central Harlem,Manhattan,Manhattan
2019-03-12 11:25:22,2019-03-12 11:44:48,1,2.3,13.5,3.35,0.0,20.15,credit card,Yorkville East,Midtown Center,Manhattan,Manhattan
2019-03-12 16:53:07,2019-03-12 17:42:05,1,12.8,41.0,0.0,2.64,47.94,cash,Flatiron,Riverdale/North Riverdale/Fieldston,Manhattan,Bronx
2019-03-05 21:42:55,2019-03-05 22:09:56,1,5.04,20.0,0.0,0.0,23.8,cash,Midtown South,Fort Greene,Manhattan,Brooklyn
2019-03-06 09:04:33,2019-03-06 09:17:42,1,0.88,9.0,0.0,0.0,12.3,cash,Garment District,Murray Hill,Manhattan,Manhattan
2019-03-14 14:01:11,2019-03-14 14:31:16,1,10.77,32.56,0.0,0.0,33.36,credit card,World Trade Center,Central Harlem North,Manhattan,Manhattan
2019-03-29 17:35:43,2019-03-29 17:44:05,1,1.15,7.0,2.26,0.0,13.56,credit card,East Village,East Village,Manhattan,Manhattan
2019-03-16 12:32:46,2019-03-16 12:53:50,1,2.78,15.0,4.58,0.0,22.88,credit card,UN/Turtle Bay South,Clinton West,Manhattan,Manhattan
2019-03-09 15:28:18,2019-03-09 15:52:38,1,4.0,18.0,4.25,0.0,25.55,credit card,Upper East Side North,Greenwich Village North,Manhattan,Manhattan
2019-03-31 17:32:40,2019-03-31 17:40:07,1,0.8,6.5,1.95,0.0,11.75,credit card,Murray Hill,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-01 11:10:34,2019-03-01 11:20:16,1,1.0,7.5,2.15,0.0,12.95,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-29 07:41:04,2019-03-29 08:00:13,2,2.4,13.5,2.86,0.0,17.16,credit card,Sunnyside,Old Astoria,Queens,Queens
2019-03-12 07:03:09,2019-03-12 07:10:22,5,1.56,7.0,2.06,0.0,12.36,credit card,Midtown North,Midtown South,Manhattan,Manhattan
2019-03-01 09:07:54,2019-03-01 09:24:27,1,2.1,11.5,2.95,0.0,17.75,credit card,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-02 00:03:09,2019-03-02 00:27:41,1,6.0,21.5,5.06,0.0,30.36,credit card,Greenwich Village South,Sunset Park West,Manhattan,Brooklyn
2019-03-09 15:26:05,2019-03-09 15:31:19,2,0.7,5.5,2.2,0.0,11.0,credit card,Gramercy,Murray Hill,Manhattan,Manhattan
2019-03-31 16:38:52,2019-03-31 16:54:45,1,2.6,13.0,0.0,0.0,16.3,cash,Midtown Center,Lenox Hill West,Manhattan,Manhattan
2019-03-18 04:55:08,2019-03-18 05:15:10,1,13.61,55.0,13.26,10.5,79.56,credit card,TriBeCa/Civic Center,Newark Airport,Manhattan,EWR
2019-03-23 19:39:44,2019-03-23 19:56:30,1,2.5,12.5,0.0,0.0,15.8,cash,Midtown Center,Yorkville East,Manhattan,Manhattan
2019-03-25 18:45:31,2019-03-25 19:03:35,1,1.32,12.0,3.26,0.0,19.56,credit card,Midtown East,Midtown North,Manhattan,Manhattan
2019-03-18 10:25:28,2019-03-18 10:41:18,1,2.6,12.0,2.56,0.0,17.86,credit card,East Harlem North,Upper East Side North,Manhattan,Manhattan
2019-03-08 11:36:22,2019-03-08 11:38:30,2,0.68,-4.0,0.0,0.0,-7.3,,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-23 14:12:45,2019-03-23 14:21:08,2,0.81,6.5,0.0,0.0,9.8,cash,West Chelsea/Hudson Yards,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-09 00:01:06,2019-03-09 00:11:18,1,1.76,9.0,2.56,0.0,15.36,credit card,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
2019-03-04 02:11:11,2019-03-04 02:25:39,4,2.69,12.0,0.0,0.0,15.8,cash,West Village,Garment District,Manhattan,Manhattan
2019-03-27 21:35:18,2019-03-27 21:39:53,1,0.8,5.5,0.7,0.0,10.0,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-05 12:26:47,2019-03-05 12:49:35,1,1.27,14.0,0.0,0.0,17.3,cash,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-27 16:12:43,2019-03-27 16:41:49,2,1.5,17.5,4.35,0.0,26.15,credit card,West Chelsea/Hudson Yards,Midtown Center,Manhattan,Manhattan
2019-03-15 04:29:45,2019-03-15 04:38:34,1,1.8,8.5,0.0,0.0,12.3,cash,East Chelsea,East Village,Manhattan,Manhattan
2019-03-23 20:49:39,2019-03-23 21:10:09,2,2.43,14.0,0.0,0.0,17.8,cash,East Village,Financial District South,Manhattan,Manhattan
2019-03-15 21:13:26,2019-03-15 21:39:00,1,8.21,26.5,0.0,0.0,30.3,credit card,Flatiron,Washington Heights South,Manhattan,Manhattan
2019-03-03 12:11:31,2019-03-03 12:21:52,1,1.51,8.5,0.0,0.0,11.8,cash,Garment District,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-28 23:55:04,2019-03-29 00:07:01,1,1.45,9.0,1.92,0.0,14.72,credit card,Little Italy/NoLiTa,East Village,Manhattan,Manhattan
2019-03-02 15:25:02,2019-03-02 15:30:02,1,0.67,5.0,1.0,0.0,9.3,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-24 07:59:31,2019-03-24 08:13:16,1,2.6,12.0,2.3,0.0,17.6,credit card,Lenox Hill West,Garment District,Manhattan,Manhattan
2019-03-19 15:41:40,2019-03-19 15:52:44,1,1.49,8.5,2.36,0.0,14.16,credit card,Murray Hill,Gramercy,Manhattan,Manhattan
2019-03-04 17:26:14,2019-03-04 17:51:04,1,8.3,27.0,6.25,0.0,37.55,credit card,Flatiron,Central Harlem North,Manhattan,Manhattan
